"","cause.numeric","cause.group","cause.sub"
"16547",428,"Unintentional","Complications of medical and surgical care"
"16097",433,"Unintentional","Transport accidents"
"16113",463,"Unintentional","Transport accidents"
"16572",499,"Unintentional","Complications of medical and surgical care"
"16573",513,"Unintentional","Complications of medical and surgical care"
"16183",601,"Unintentional","Transport accidents"
"16184",604,"Unintentional","Transport accidents"
"16187",609,"Unintentional","Transport accidents"
"16596",612,"Unintentional","Complications of medical and surgical care"
"16196",647,"Unintentional","Transport accidents"
"16606",712,"Unintentional","Complications of medical and surgical care"
"16607",801,"Unintentional","Complications of medical and surgical care"
"16609",820,"Unintentional","Complications of medical and surgical care"
"16670",133,"Unintentional","Transport accidents"
"16678",151,"Unintentional","Transport accidents"
"16681",162,"Unintentional","Transport accidents"
"16719",250,"Unintentional","Transport accidents"
"16744",305,"Unintentional","Transport accidents"
"16746",334,"Unintentional","Transport accidents"
"16754",395,"Unintentional","Transport accidents"
"16761",420,"Unintentional","Transport accidents"
"16774",443,"Unintentional","Transport accidents"
"17249",521,"Unintentional","Complications of medical and surgical care"
"16822",541,"Unintentional","Transport accidents"
"17268",626,"Unintentional","Complications of medical and surgical care"
"16895",769,"Unintentional","Transport accidents"
"17276",808,"Unintentional","Complications of medical and surgical care"
"17876",367,"Intentional","Legal intervention and operations of war"
"17344",152,"Unintentional","Transport accidents"
"17380",243,"Unintentional","Transport accidents"
"17384",252,"Unintentional","Transport accidents"
"17409",320,"Unintentional","Transport accidents"
"17413",359,"Unintentional","Transport accidents"
"17880",407,"Unintentional","Complications of medical and surgical care"
"17475",516,"Unintentional","Transport accidents"
"17908",517,"Unintentional","Complications of medical and surgical care"
"17918",549,"Unintentional","Complications of medical and surgical care"
"17921",574,"Unintentional","Complications of medical and surgical care"
"17926",584,"Unintentional","Complications of medical and surgical care"
"17927",598,"Unintentional","Complications of medical and surgical care"
"17795",599,"Unintentional","Other external causes of accidental injury"
"17523",629,"Unintentional","Transport accidents"
"17533",660,"Unintentional","Transport accidents"
"17535",666,"Unintentional","Transport accidents"
"17550",691,"Unintentional","Transport accidents"
"18085",346,"Unintentional","Transport accidents"
"18086",365,"Unintentional","Transport accidents"
"18088",384,"Unintentional","Transport accidents"
"18539",404,"Unintentional","Complications of medical and surgical care"
"18565",468,"Unintentional","Complications of medical and surgical care"
"18578",531,"Unintentional","Complications of medical and surgical care"
"18580",550,"Unintentional","Complications of medical and surgical care"
"18189",607,"Unintentional","Transport accidents"
"18593",617,"Unintentional","Complications of medical and surgical care"
"18193",641,"Unintentional","Transport accidents"
"18199",654,"Unintentional","Transport accidents"
"18220",726,"Unintentional","Transport accidents"
"18225",780,"Unintentional","Transport accidents"
"18602",802,"Unintentional","Complications of medical and surgical care"
"18603",812,"Unintentional","Complications of medical and surgical care"
"18241",825,"Unintentional","Transport accidents"
"18403",890,"Unintentional","Other external causes of accidental injury"
"18667",143,"Unintentional","Transport accidents"
"18673",155,"Unintentional","Transport accidents"
"18675",164,"Unintentional","Transport accidents"
"18746",424,"Unintentional","Transport accidents"
"19216",544,"Unintentional","Complications of medical and surgical care"
"19220",553,"Unintentional","Complications of medical and surgical care"
"19227",577,"Unintentional","Complications of medical and surgical care"
"19243",622,"Unintentional","Complications of medical and surgical care"
"19247",660,"Unintentional","Complications of medical and surgical care"
"18924",883,"Unintentional","Transport accidents"
"18959",942,"Unintentional","Transport accidents"
"19377",396,"Unintentional","Transport accidents"
"19382",416,"Unintentional","Transport accidents"
"19838",429,"Unintentional","Complications of medical and surgical care"
"19848",454,"Unintentional","Complications of medical and surgical care"
"19873",554,"Unintentional","Complications of medical and surgical care"
"19483",669,"Unintentional","Transport accidents"
"19894",743,"Unintentional","Complications of medical and surgical care"
"19920",882,"Unintentional","Other external causes of accidental injury"
"19600",940,"Unintentional","Transport accidents"
"19990",233,"Unintentional","Transport accidents"
"19994",240,"Unintentional","Transport accidents"
"20479",461,"Unintentional","Complications of medical and surgical care"
"20492",515,"Unintentional","Complications of medical and surgical care"
"20495",533,"Unintentional","Complications of medical and surgical care"
"20499",567,"Unintentional","Complications of medical and surgical care"
"20514",631,"Unintentional","Complications of medical and surgical care"
"20515",633,"Unintentional","Complications of medical and surgical care"
"20145",773,"Unintentional","Transport accidents"
"20152",790,"Unintentional","Transport accidents"
"20174",826,"Unintentional","Transport accidents"
"20645",309,"Unintentional","Transport accidents"
"21079",405,"Unintentional","Complications of medical and surgical care"
"21122",555,"Unintentional","Complications of medical and surgical care"
"21248",263,"Unintentional","Transport accidents"
"21271",370,"Unintentional","Transport accidents"
"21275",400,"Unintentional","Transport accidents"
"21694",402,"Unintentional","Complications of medical and surgical care"
"21706",441,"Unintentional","Complications of medical and surgical care"
"21322",504,"Unintentional","Transport accidents"
"21721",518,"Unintentional","Complications of medical and surgical care"
"21740",625,"Unintentional","Complications of medical and surgical care"
"21742",648,"Unintentional","Complications of medical and surgical care"
